CandidateID,ApplicationDate,Position,Source,Status,InterviewDate,OfferDate,HiredDate,RejectedDate,Recruiter,TimeToHire,OfferAccepted,HireCost,PerformanceRating,CandidateNPS,RecruitmentSiteVisits,SocialMentions
b2614be3-27e9-4559-8158-69fd4364ac06,3/14/2024,UX Designer,LinkedIn,Hired,3/18/2024,5/17/2024,07-03-2024,,Michael Johnson,111,Yes,627.29,3,7,7228,205
1a212bea-ee59-42af-9977-a2ec4092c4b7,01-12-2024,Software Engineer,Indeed,Under Review,,,,,Michael Johnson,,No,,,3,8200,286
2e62503a-f171-4794-8b23-b17a340cbcaf,5/28/2024,Software Engineer,Indeed,Application Received,,,,,Michael Johnson,,No,,,6,6361,292
a3f5c0e7-0d74-42a8-91c1-1917bd4a2c1d,1/26/2024,Software Engineer,Company Website,Application Received,,,,,Emily Brown,,No,,,10,4698,205
173734d8-6d8a-4f12-aba7-a20389249f18,05-07-2024,Product Manager,Referral,Under Review,,,,,Emily Brown,,No,,,4,7026,268
7e36b1a1-3c2b-4971-a434-6d3fec156b7a,6/20/2024,Software Engineer,Referral,Offer Made,07-01-2024,7/14/2024,,,John Doe,,No,,,10,6572,450
53139167-ba51-425f-afd7-a4d94da78d75,06-02-2024,Software Engineer,Indeed,Application Received,,,,,Jane Smith,,No,,,0,6917,367
916be830-a95a-4b0d-a6bd-ad582a431012,05-09-2024,UX Designer,Indeed,Application Received,,,,,John Doe,,No,,,6,959,219
6c32dba8-4946-424d-9f20-e05a2c32dd64,05-06-2024,Business Analyst,CareerBuilder,Interview Scheduled,06-08-2024,,,,Jane Smith,,No,,,10,5698,350
6d213b34-c359-4812-9107-d18aec4721de,3/22/2024,UX Designer,Indeed,Offer Made,07-11-2024,7/13/2024,,,Michael Johnson,,No,,,4,8479,365
f852e34a-cbc4-40b9-a502-bf0d474f5985,5/25/2024,Data Analyst,CareerBuilder,Under Review,,,,,John Doe,,No,,,8,2225,144
4c9c690f-f115-4c88-9db2-8957e79abade,3/31/2024,Software Engineer,Indeed,Interview Scheduled,7/14/2024,,,,Jane Smith,,No,,,10,8670,325
9b330625-0d16-4d7a-9ee0-706c89b0d91c,1/28/2024,Business Analyst,Referral,Rejected,07-05-2024,,,07-11-2024,Emily Brown,,No,,,10,6146,414
379b3175-0d97-4433-b02a-08a105739c2e,03-01-2024,Product Manager,Company Website,Application Received,,,,,Emily Brown,,No,,,10,2452,436
4d38db85-f9ce-4479-ae98-3392e0a4eff5,4/17/2024,Software Engineer,CareerBuilder,Application Received,,,,,Jane Smith,,No,,,9,5428,74
03b491b7-0c09-4a37-8df0-4f6c2e7a5d5d,5/15/2024,Business Analyst,Referral,Under Review,,,,,Emily Brown,,No,,,3,5783,214
58e34436-7094-409f-999a-aefcf561bd00,03-01-2024,Data Analyst,Referral,Hired,3/14/2024,6/29/2024,7/14/2024,,Emily Brown,135,Yes,2283.19,5,2,5676,483
fda375da-e9a7-46a7-930c-f1800533dba3,03-10-2024,Product Manager,Referral,Hired,6/24/2024,07-07-2024,07-07-2024,,Jane Smith,119,Yes,4187.3,5,9,8813,335
f4b766b8-007c-41e4-a8ce-225965f2dc2c,6/20/2024,Software Engineer,LinkedIn,Under Review,,,,,Michael Johnson,,No,,,6,8309,104
a74e458f-f633-4911-954a-16537538bb29,03-10-2024,Business Analyst,LinkedIn,Application Received,,,,,Michael Johnson,,No,,,9,5240,158
6f45046f-b85e-4537-850b-5a91c68aa389,04-05-2024,Software Engineer,Indeed,Application Received,,,,,Jane Smith,,No,,,1,5928,278
228fe03b-e548-4611-b476-a39e560de3c0,1/15/2024,Software Engineer,LinkedIn,Application Received,,,,,Emily Brown,,No,,,9,4950,141
1249510f-df0b-4d6d-b026-1ab4cf102d41,02-01-2024,Product Manager,LinkedIn,Hired,07-03-2024,07-12-2024,7/15/2024,,Michael Johnson,165,Yes,2131.42,4,7,839,329
ca94224f-270c-4c67-bccd-8554cd77b9cb,2/22/2024,Business Analyst,Company Website,Offer Made,7/13/2024,7/14/2024,,,Michael Johnson,,No,,,3,1704,479
ed8bd90e-1ecb-498d-a68e-7aa23f32f755,1/18/2024,Data Analyst,Company Website,Hired,6/20/2024,6/24/2024,07-03-2024,,Michael Johnson,167,Yes,3322.94,2,9,1059,83
c24f9f31-8f54-417a-b099-45ff30590e25,5/14/2024,Software Engineer,CareerBuilder,Offer Made,6/14/2024,07-03-2024,,,Jane Smith,,No,,,4,2306,22
ab617d56-2f18-45f1-af08-07b075e35e50,3/21/2024,Data Analyst,LinkedIn,Offer Made,3/25/2024,06-10-2024,,,Emily Brown,,No,,,3,5627,338
1e251284-d947-49a2-8af1-f788fccc6b1a,1/14/2024,Software Engineer,CareerBuilder,Application Received,,,,,John Doe,,No,,,1,9372,301
143c73e1-cf3e-4994-be73-a1c118f41af2,02-06-2024,Software Engineer,Indeed,Hired,4/28/2024,07-07-2024,07-07-2024,,Michael Johnson,152,Yes,2209.29,3,7,4067,476
9bb75899-4ecb-4fce-a75b-a8873de399f8,1/21/2024,Business Analyst,Company Website,Under Review,,,,,Michael Johnson,,No,,,9,5927,261
5b8eb01a-2370-4655-8af2-a67d0baa4dfc,1/19/2024,Business Analyst,CareerBuilder,Application Received,,,,,Jane Smith,,No,,,7,1505,474
2f82c9ae-70be-4c08-8e0f-5f55d03ae4fd,06-11-2024,Product Manager,Indeed,Hired,07-10-2024,7/13/2024,7/13/2024,,Jane Smith,32,Yes,2928.23,2,8,2989,406
f2e0a7a2-d6f2-4dd6-879a-6bf726a6ddf1,02-10-2024,Business Analyst,Indeed,Interview Scheduled,2/27/2024,,,,John Doe,,No,,,1,4322,209
0cc4cb61-ed0b-4e1c-8264-298cb4dfb6ee,02-12-2024,UX Designer,Company Website,Application Received,,,,,Emily Brown,,No,,,9,2227,276
0409997a-6f5c-48ef-a095-b54ca5e43d3c,02-11-2024,Product Manager,CareerBuilder,Under Review,,,,,John Doe,,No,,,7,1519,161
1799802e-27cb-4e09-b4c3-052ea1daa41d,02-04-2024,Software Engineer,LinkedIn,Under Review,,,,,John Doe,,No,,,8,2288,392
2ac20a82-504b-42ed-b024-7f007665dff1,01-01-2024,UX Designer,LinkedIn,Interview Scheduled,07-05-2024,,,,Jane Smith,,No,,,2,8400,402
f5647aee-6d00-4e25-922a-4c4fd120c588,6/27/2024,Product Manager,Company Website,Application Received,,,,,Jane Smith,,No,,,7,4729,160
caae8bb0-819c-47e6-8ab9-9832a3663445,1/20/2024,Business Analyst,Company Website,Hired,04-01-2024,5/13/2024,06-12-2024,,Jane Smith,144,Yes,4133.3,3,1,3330,438
a3891169-e418-43c3-af8d-0bd949f6fc59,4/28/2024,Software Engineer,Referral,Application Received,,,,,Emily Brown,,No,,,6,4013,256
6d5eb70d-c469-4a45-9d0f-9af11c1bdc35,03-07-2024,Data Analyst,Company Website,Under Review,,,,,John Doe,,No,,,3,5158,199
8bb4a663-7d3c-41ba-b25d-02f957462a5f,04-03-2024,Product Manager,CareerBuilder,Application Received,,,,,John Doe,,No,,,1,9326,79
a81a11e8-10bf-4655-851f-c0d943df9c64,03-08-2024,UX Designer,Company Website,Application Received,,,,,Emily Brown,,No,,,2,1968,244
689906b6-a475-4ae5-92e2-71f242adeeee,07-02-2024,Data Analyst,CareerBuilder,Interview Scheduled,7/13/2024,,,,John Doe,,No,,,9,9582,82
a964e49b-58c0-4cd4-b98c-462224c17b77,01-08-2024,Data Analyst,Referral,Offer Made,2/20/2024,2/21/2024,,,Michael Johnson,,No,,,3,8844,406
76c0c5e8-f49f-4e89-8b5b-47e5f4786347,3/23/2024,Product Manager,CareerBuilder,Application Received,,,,,Michael Johnson,,No,,,0,1651,237
af842f38-e7f6-4ca6-82d9-8f11259dfbda,2/27/2024,Data Analyst,Company Website,Under Review,,,,,Jane Smith,,No,,,7,3846,268
6e3345d8-3070-41fc-819b-fe8d425a7449,5/16/2024,Business Analyst,Company Website,Hired,6/15/2024,07-04-2024,07-11-2024,,John Doe,56,Yes,922.51,2,2,7620,413
61b0b7d0-7fa3-494b-92a7-062d98636be9,03-07-2024,UX Designer,Company Website,Offer Made,05-03-2024,6/20/2024,,,John Doe,,No,,,10,5083,424
f3e6cea9-9062-4b7f-a7be-bd2b41930f71,06-05-2024,Data Analyst,Company Website,Application Received,,,,,Jane Smith,,No,,,3,8313,466
7c4c05f1-6c87-4728-ae6d-d5af13225ed0,03-04-2024,UX Designer,CareerBuilder,Hired,4/19/2024,7/15/2024,7/15/2024,,John Doe,133,Yes,4649.73,3,8,5216,496
f692e0cf-fc7b-4989-b093-119f32c9dd12,4/15/2024,Product Manager,CareerBuilder,Application Received,,,,,Michael Johnson,,No,,,10,6338,436
30536489-1ab3-4d7c-8613-01290cf60a94,05-12-2024,UX Designer,LinkedIn,Under Review,,,,,Emily Brown,,No,,,6,991,191
6701b909-bb21-4046-ae51-71d0fe5e2840,05-12-2024,Product Manager,CareerBuilder,Application Received,,,,,Michael Johnson,,No,,,4,468,122
0ccaa63e-f344-43ad-bce7-5c37cf3f5bcb,02-07-2024,Product Manager,Referral,Offer Made,07-09-2024,07-11-2024,,,Jane Smith,,No,,,4,9804,437
6b233b70-add9-43c4-8b80-3d06fe74f961,6/16/2024,Product Manager,LinkedIn,Offer Made,6/17/2024,07-11-2024,,,Emily Brown,,No,,,0,8607,350
b7cd830e-6ebc-4d34-81c3-aba81c19e450,03-05-2024,Data Analyst,LinkedIn,Rejected,03-05-2024,,,5/23/2024,Emily Brown,,No,,,0,194,295
16cee801-1be5-4406-ae18-99681d164de4,6/30/2024,Data Analyst,Company Website,Application Received,,,,,John Doe,,No,,,10,8851,493
54c02113-4750-4dd8-a5ae-6ed7e04ea7f3,07-06-2024,UX Designer,Indeed,Offer Made,7/14/2024,7/14/2024,,,John Doe,,No,,,5,9271,311
c6267eee-d5ef-4ceb-a079-6a634b6c7d83,03-08-2024,Business Analyst,CareerBuilder,Application Received,,,,,John Doe,,No,,,6,7071,117
fe9c9220-115d-4921-ad77-6ea2848b0206,01-10-2024,Data Analyst,Referral,Interview Scheduled,06-12-2024,,,,Jane Smith,,No,,,2,7046,203
38d66cb3-210f-406a-9b10-d5f5d1a6fd29,6/29/2024,Software Engineer,Company Website,Offer Made,7/15/2024,7/15/2024,,,Michael Johnson,,No,,,10,9031,473
11276e0f-21c9-478b-88ee-b1ace6788d4e,03-02-2024,Software Engineer,Indeed,Application Received,,,,,Emily Brown,,No,,,0,7932,94
1b79587f-98a6-4d49-8e9d-b1e785ea08e1,4/17/2024,Product Manager,LinkedIn,Under Review,,,,,John Doe,,No,,,6,8233,19
3c97cbec-ecf9-47aa-8e2b-c073c68a1bd7,3/22/2024,Product Manager,LinkedIn,Application Received,,,,,John Doe,,No,,,7,1786,356
6ac19011-9659-4e74-b85e-c7baf1a3eea5,05-02-2024,Software Engineer,LinkedIn,Interview Scheduled,06-02-2024,,,,Emily Brown,,No,,,0,4236,121
4db26a8d-4cd3-4c91-8c48-babc2f6af5a2,3/18/2024,Software Engineer,Company Website,Interview Scheduled,5/18/2024,,,,Jane Smith,,No,,,1,5262,20
f635f2c1-aec1-4b46-82e8-bb3be161f57b,7/14/2024,Business Analyst,CareerBuilder,Interview Scheduled,7/14/2024,,,,John Doe,,No,,,0,7255,150
5412a4d5-c7e8-4e72-b789-2215ea54fa6a,6/28/2024,Software Engineer,Referral,Application Received,,,,,Emily Brown,,No,,,6,7577,180
b3a4a212-e350-4ae8-8f99-71da690b397d,04-12-2024,Data Analyst,LinkedIn,Under Review,,,,,Emily Brown,,No,,,2,7822,405
61f8b3d4-54f9-40d3-92f3-6e3c5b0b3b38,1/27/2024,Business Analyst,CareerBuilder,Application Received,,,,,Jane Smith,,No,,,5,2098,131
4c620e74-2b74-46b7-84f4-b635d453a3a5,04-04-2024,Business Analyst,CareerBuilder,Application Received,,,,,Emily Brown,,No,,,5,2951,244
468ccc1b-97c4-4e5e-8969-b2ad332579f7,3/24/2024,UX Designer,Company Website,Application Received,,,,,Jane Smith,,No,,,10,3358,208
aa4edb9e-8092-419f-8d9e-4f937f631938,6/21/2024,Data Analyst,CareerBuilder,Application Received,,,,,John Doe,,No,,,1,5954,490
b0fc7b5b-2adf-430f-9c19-7acd4c1d7e2f,1/22/2024,Product Manager,Company Website,Offer Made,2/21/2024,04-06-2024,,,John Doe,,No,,,7,3080,33
3c1eefcb-1c95-40d3-9f1a-1e1fb09dd6f8,06-06-2024,Business Analyst,CareerBuilder,Offer Made,6/28/2024,07-06-2024,,,John Doe,,No,,,1,7368,278
5027688f-8931-4506-91fe-16d98df24c91,5/22/2024,Business Analyst,Indeed,Offer Made,5/26/2024,06-09-2024,,,Jane Smith,,No,,,0,3038,100
ff4746a3-d1ce-4c8f-8a86-769e668568af,6/22/2024,UX Designer,LinkedIn,Application Received,,,,,Emily Brown,,No,,,3,9224,443
51b3051b-fd39-4b25-a272-0ad01a50f6d5,2/16/2024,Product Manager,Company Website,Offer Made,05-08-2024,6/24/2024,,,Emily Brown,,No,,,5,6253,322
b5e44c15-31be-4f0d-b4aa-a195038897a6,2/18/2024,UX Designer,CareerBuilder,Interview Scheduled,06-08-2024,,,,Michael Johnson,,No,,,4,1838,423
6401a398-96b3-478d-b3df-3d40f495ee98,03-06-2024,Software Engineer,Indeed,Under Review,,,,,Emily Brown,,No,,,6,9669,389
cbfe29fd-c333-4626-9254-abbc741e5c04,01-04-2024,UX Designer,CareerBuilder,Application Received,,,,,Michael Johnson,,No,,,4,5517,123
a69e9ada-e5c1-41cd-967e-e8a9c841a131,3/19/2024,Product Manager,CareerBuilder,Application Received,,,,,Emily Brown,,No,,,0,470,253
aa017cfd-c775-41a3-9b2a-417abac4eb4a,6/30/2024,UX Designer,CareerBuilder,Application Received,,,,,John Doe,,No,,,5,6075,434
799a0b55-20f8-4bf4-9474-e0d53768ee53,5/22/2024,Data Analyst,LinkedIn,Under Review,,,,,Michael Johnson,,No,,,7,647,360
5c645dfa-dea6-4a49-b549-7c824a508e2d,06-12-2024,Business Analyst,CareerBuilder,Interview Scheduled,07-07-2024,,,,Emily Brown,,No,,,0,3916,363
b0328bf9-c949-4816-9610-66d7244c68b8,06-05-2024,Business Analyst,Company Website,Under Review,,,,,Emily Brown,,No,,,1,9157,224
712acf85-7379-4c2d-aa73-2a73d3edf010,2/21/2024,Business Analyst,Company Website,Application Received,,,,,Emily Brown,,No,,,6,6170,376
680d69f9-0bb6-41ba-bfd8-393d018c550e,03-05-2024,Product Manager,Referral,Application Received,,,,,John Doe,,No,,,5,9699,108
81b6c0ae-9cc9-469b-896c-78e339537eba,05-04-2024,Business Analyst,CareerBuilder,Under Review,,,,,Jane Smith,,No,,,7,4529,161
38a98754-a355-41c8-8740-2df747fddc66,4/26/2024,Business Analyst,Indeed,Rejected,07-03-2024,,,07-03-2024,John Doe,,No,,,10,9453,414
d4ea1b82-86fe-4798-a51c-cffe9f503db9,1/27/2024,UX Designer,LinkedIn,Offer Made,02-06-2024,2/17/2024,,,Jane Smith,,No,,,7,1372,104
3cbfce17-bf75-47be-9d5a-9a83e116ecf4,06-06-2024,Product Manager,CareerBuilder,Interview Scheduled,6/15/2024,,,,John Doe,,No,,,10,2982,499
b1f68f40-62e7-420b-be43-9d66ce45b64a,6/13/2024,Product Manager,Referral,Application Received,,,,,John Doe,,No,,,5,3572,264
232aeaf6-116d-4826-ad6a-3af16f933e62,1/14/2024,UX Designer,CareerBuilder,Interview Scheduled,1/17/2024,,,,John Doe,,No,,,0,3977,93
53da79b8-0fcd-4202-b7d0-e969b1fa45f0,2/25/2024,Data Analyst,LinkedIn,Interview Scheduled,6/17/2024,,,,Emily Brown,,No,,,6,5495,445
bb289408-f051-43c5-8d43-86950ebb49c5,4/21/2024,Software Engineer,Referral,Offer Made,5/28/2024,06-01-2024,,,John Doe,,No,,,3,975,59
29ae526b-4f14-4e66-8758-48d447b5f6a7,02-09-2024,Product Manager,CareerBuilder,Application Received,,,,,Emily Brown,,No,,,3,3435,254
4dc10c61-c891-468d-95b4-f9b002426818,4/21/2024,Software Engineer,Company Website,Interview Scheduled,5/13/2024,,,,Michael Johnson,,No,,,4,8130,232
4915ccb9-502c-4f49-8886-313f826ac6a7,2/29/2024,Software Engineer,CareerBuilder,Under Review,,,,,Emily Brown,,No,,,7,6047,120
99dc8b45-dbac-4517-ad71-b7d9a3b67f0a,07-07-2024,Product Manager,Referral,Under Review,,,,,John Doe,,No,,,7,7219,475
3b5acf82-0bb2-4e50-be74-9fe02f1f4527,05-04-2024,Business Analyst,Indeed,Interview Scheduled,5/18/2024,,,,Jane Smith,,No,,,6,3314,93
ef7eec2f-50a3-4908-9235-62cff405e588,6/26/2024,Software Engineer,CareerBuilder,Application Received,,,,,John Doe,,No,,,7,6305,394
5706fa4f-bab6-4a5e-889a-beb25878e761,4/17/2024,UX Designer,Company Website,Under Review,,,,,Jane Smith,,No,,,2,368,292
dc64972a-aec8-4078-915b-cc33a5206ba2,4/13/2024,Data Analyst,CareerBuilder,Under Review,,,,,Emily Brown,,No,,,10,3586,132
2ccf9410-8693-4dd5-92ee-7c1124ac1e9f,07-01-2024,Business Analyst,CareerBuilder,Interview Scheduled,7/13/2024,,,,Jane Smith,,No,,,7,9476,129
cc0fc8d2-00ef-45be-8e29-78d046c14fc5,07-06-2024,Product Manager,Referral,Interview Scheduled,7/13/2024,,,,Jane Smith,,No,,,5,2841,227
07d89c27-1bcf-4936-95af-72bee8465654,4/27/2024,Data Analyst,Indeed,Application Received,,,,,Jane Smith,,No,,,3,6674,97
4a779245-f8c2-4f53-8341-1a431d1c892a,1/28/2024,Product Manager,Indeed,Interview Scheduled,2/21/2024,,,,Emily Brown,,No,,,7,326,285
2bb020e7-a998-4b06-a81b-7f7ce0903793,3/23/2024,Product Manager,Company Website,Offer Made,05-05-2024,6/19/2024,,,Michael Johnson,,No,,,1,6378,265
6f9e7905-a864-4d73-a94f-7ab58936ba4e,5/15/2024,Product Manager,CareerBuilder,Hired,06-02-2024,06-02-2024,6/22/2024,,Emily Brown,38,Yes,4375.86,2,8,2366,283
b2d2c778-66c6-4721-b784-f1fb0049df21,6/15/2024,Software Engineer,Company Website,Application Received,,,,,Jane Smith,,No,,,1,9971,468
02d424d6-50be-4d97-b595-7b322a2566f8,4/26/2024,Product Manager,Referral,Rejected,05-04-2024,,,5/19/2024,Michael Johnson,,No,,,2,3004,352
57385948-fd56-4795-b8cc-d528f33ee26a,3/18/2024,Product Manager,Referral,Offer Made,3/30/2024,4/17/2024,,,Jane Smith,,No,,,3,558,38
a89e9f4b-f7aa-487e-b3d1-b3a4739c7ac4,5/19/2024,Data Analyst,Referral,Under Review,,,,,John Doe,,No,,,9,2698,187
a71d2892-6f0a-4b5a-81b7-c2f8f691605b,1/18/2024,Business Analyst,Referral,Application Received,,,,,Emily Brown,,No,,,2,5611,457
de06c808-63c9-4b6f-8e25-391ef86ee9c6,6/13/2024,Business Analyst,Referral,Offer Made,07-02-2024,07-10-2024,,,Michael Johnson,,No,,,6,8983,123
b304d210-9a1f-4d5a-b9d1-b361c597e7df,3/14/2024,Business Analyst,Company Website,Under Review,,,,,Jane Smith,,No,,,3,676,261
975c7803-2f93-4558-9d3d-7c080ddfc16f,03-06-2024,Business Analyst,CareerBuilder,Interview Scheduled,07-02-2024,,,,John Doe,,No,,,0,3721,203
bc460d39-665f-4ede-b144-b6429d03efdf,04-01-2024,Product Manager,Company Website,Application Received,,,,,Jane Smith,,No,,,5,2319,230
6dc2ccbb-a153-4220-aee7-b1e87610aaf1,6/28/2024,Product Manager,LinkedIn,Application Received,,,,,Michael Johnson,,No,,,10,4230,234
7f189261-365f-4360-b5cb-e918373e4c2c,4/27/2024,Data Analyst,LinkedIn,Interview Scheduled,07-06-2024,,,,Michael Johnson,,No,,,6,8870,233
aabe0f75-45c5-4792-9717-160db1043de0,05-01-2024,Software Engineer,CareerBuilder,Application Received,,,,,Emily Brown,,No,,,4,8136,250
a8ed2b3c-8df2-4b10-9dfd-d6f7d902d61b,06-04-2024,Data Analyst,Indeed,Rejected,6/20/2024,,,6/24/2024,John Doe,,No,,,9,8340,288
f44c83e7-cb55-4ae0-8d10-71f8b7cbe2ae,2/14/2024,Software Engineer,Indeed,Application Received,,,,,Jane Smith,,No,,,0,342,451
e70d5ba5-6167-4cfa-b078-09330545fbc3,07-12-2024,UX Designer,Company Website,Application Received,,,,,Emily Brown,,No,,,7,6846,425
43888b9f-03e2-4e61-8c3f-b1cea54a21c8,4/22/2024,Business Analyst,Referral,Rejected,5/27/2024,,,5/30/2024,Jane Smith,,No,,,5,7172,172
45b1b2ea-fd56-4845-9568-752b0e358e75,04-10-2024,Product Manager,Indeed,Interview Scheduled,07-03-2024,,,,Michael Johnson,,No,,,5,1541,491
de3969c6-042f-4836-9986-64a5b5934faa,5/29/2024,Software Engineer,Company Website,Offer Made,07-06-2024,7/14/2024,,,Jane Smith,,No,,,8,5913,476
39edcd40-09c5-4020-8409-f1473bf1b885,4/17/2024,Software Engineer,CareerBuilder,Hired,5/19/2024,06-09-2024,07-09-2024,,Emily Brown,83,Yes,736.91,2,7,8592,262
3a356889-8f46-4450-bdce-8d2a62d5461d,03-05-2024,Business Analyst,Indeed,Application Received,,,,,John Doe,,No,,,5,4460,478
